"","MasVnrArea","MasVnrType","GarageType","GarageFinish","GarageQual","GarageCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","Electrical","MSZoning","Exterior1st","Exterior2nd","KitchenQual","SaleType","BsmtUnfSF","GarageCars","GarageArea","BsmtFinSF1","Id","LotArea","LotShape","Neighborhood","HouseStyle","OverallQual","YearBuilt","YearRemodAdd","ExterQual","Foundation","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","TotRmsAbvGrd","Fireplaces","PavedDrive","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","TotalPorchSF"
"322",388,"BrkFace","BuiltIn","Fin","TA","TA","Ex","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",166,3,872,970,322,12099,"IR1","NridgHt","2Story",8,2004,2004,"Gd","PConc","Ex","Y",1136,1332,2468,10,1,"Y","Normal",12.7770521921159,3604,3.5,338
"323",172,"BrkFace","Attchd","Fin","TA","TA","TA","TA","Gd","LwQ","SBrkr","RL","Plywood","Plywood","Gd","WD",0,2,576,28,323,10380,"IR1","SawyerW","2Story",7,1986,1987,"Gd","CBlock","Ex","Y",1553,1177,2730,8,1,"Y","Normal",12.614865543731,4232,3.5,297
"324",0,"None","Attchd","Unf","Fa","TA","TA","TA","No","ALQ","SBrkr","RM","VinylSd","VinylSd","TA","WD",906,1,220,256,324,5820,"Reg","OldTown","1Story",3,1955,2005,"TA","CBlock","Ex","Y",1163,0,1163,6,0,"Y","Normal",11.7454251112085,2325,2,240
"325",300,"BrkFace","BuiltIn","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",710,2,564,0,325,11275,"Reg","NAmes","SLvl",7,1967,2007,"Gd","CBlock","Ex","Y",1898,1080,2978,11,1,"Y","Normal",12.3966930051388,3688,2.5,240
"326",0,"None","Detchd","Unf","TA","TA","TA","TA","Av","BLQ","FuseF","RM","MetalSd","MetalSd","TA","WD",604,2,360,116,326,5000,"Reg","IDOTRR","1.5Unf",5,1941,1950,"TA","CBlock","Po","N",803,0,803,5,0,"Y","Normal",11.3736633976367,1523,1,0
"327",0,"None","Attchd","Fin","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","BrkFace","BrkFace","Gd","Con",100,2,473,1619,327,10846,"IR1","Veenker","1Story",8,1993,1993,"Gd","PConc","Ex","Y",1719,0,1719,6,2,"Y","Normal",12.6884987947745,3438,3.5,152
"328",175,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","Rec","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",818,1,292,565,328,11600,"Reg","NAmes","1Story",6,1960,1960,"TA","CBlock","TA","Y",1383,0,1383,7,0,"Y","Normal",11.8862116747142,2766,1.5,45
"329",0,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","FuseA","RL","Wd Sdng","Wd Shng","Gd","WD",844,2,441,0,329,11888,"IR1","BrkSide","2.5Unf",6,1916,1994,"TA","BrkTil","Gd","N",1445,689,2134,10,0,"Y","Normal",12.2760650173502,2978,2,60
"330",0,"None","Detchd","Unf","Fa","Fa","TA","TA","Mn","Unf","SBrkr","RM","Wd Sdng","Wd Shng","TA","WD",596,1,189,0,330,6402,"Reg","IDOTRR","2Story",5,1920,1950,"TA","PConc","TA","N",596,596,1192,6,0,"N","Normal",11.2644641056717,1788,1,0
"331",84,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","GLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",1424,1,352,40,331,10624,"IR1","NAmes","1Story",5,1964,1964,"TA","CBlock","TA","Y",1728,0,1728,10,0,"Y","Normal",11.6868787720937,3456,2,155
"332",0,"None","Attchd","RFn","TA","TA","TA","TA","No","Rec","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",210,1,308,846,332,8176,"Reg","NAmes","1Story",5,1958,1992,"TA","CBlock","Fa","Y",1056,0,1056,6,0,"Y","Normal",11.8422292121128,2112,2,0
"333",296,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1603,3,880,1124,333,10655,"IR1","NridgHt","1Story",8,2003,2004,"Gd","PConc","Ex","Y",1629,0,1629,7,1,"Y","Normal",12.5567295171433,4835,3,0
"334",146,"Stone","Attchd","RFn","TA","TA","Gd","TA","Av","GLQ","SBrkr","RM","VinylSd","VinylSd","Gd","WD",638,2,484,720,334,8198,"Reg","NridgHt","1Story",7,2004,2004,"Gd","PConc","Ex","Y",1358,0,1358,6,1,"Y","Normal",12.2404740722475,2716,3,222
"335",0,"None","Attchd","Fin","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",115,2,472,828,335,9042,"IR1","Gilbert","2Story",6,1998,1998,"TA","PConc","Gd","Y",943,695,1638,7,2,"Y","Normal",12.1652506510099,2581,3.5,138
"336",0,"None","Attchd","Fin","TA","TA","TA","TA","Gd","ALQ","SBrkr","RL","Plywood","Plywood","TA","WD",103,2,529,1249,336,164660,"IR1","Timber","1.5Fin",5,1965,1965,"TA","CBlock","Ex","Y",1619,167,1786,7,2,"Y","Normal",12.3412589180852,3285,4,670
"337",200,"Stone","Attchd","Fin","TA","TA","Ex","TA","Gd","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",673,3,676,1249,337,14157,"IR1","StoneBr","1Story",9,2005,2006,"Gd","PConc","Ex","Y",1922,0,1922,8,1,"Y","Normal",12.8411298019654,3844,3,229
"338",113,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",726,2,532,810,338,9135,"Reg","CollgCr","1Story",7,2002,2003,"Gd","PConc","Ex","Y",1536,0,1536,7,0,"Y","Normal",12.273731294004,3072,3,266
"339",0,"None","Attchd","RFn","TA","TA","Gd","TA","Mn","ALQ","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",995,2,440,213,339,14145,"Reg","NWAmes","1Story",7,1984,1998,"Gd","CBlock","Ex","Y",1621,0,1621,8,0,"Y","Normal",12.2184951655287,2829,3,153
"340",176,"BrkFace","Attchd","Unf","TA","TA","TA","Fa","No","Rec","FuseA","RL","Wd Sdng","Wd Sdng","TA","WD",630,1,297,585,340,12400,"IR1","NAmes","1Story",6,1958,1998,"TA","CBlock","TA","Y",1215,0,1215,6,0,"Y","Normal",11.9511803959014,2430,1,0
"341",0,"None","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",967,2,431,0,341,14191,"Reg","Timber","2Story",8,2002,2002,"Gd","PConc","Ex","Y",993,915,1908,9,0,"Y","Normal",12.2204685258139,2875,2.5,135
"342",0,"None","CarPort","Unf","TA","TA","TA","Fa","No","Unf","SBrkr","RH","Wd Sdng","AsbShng","TA","WD",721,1,294,0,342,8400,"Reg","SawyerW","1Story",4,1950,1950,"Fa","CBlock","Gd","Y",841,0,841,4,0,"N","Normal",11.3144745262464,1562,1,250
"343",340,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","Unf","FuseA","RL","Stucco","Stucco","TA","WD",0,2,400,0,343,8544,"Reg","NAmes","1Story",3,1949,1950,"TA","Slab","Fa","N",1040,0,1040,6,0,"Y","Normal",11.3793940723457,1040,2,0
"344",616,"BrkFace","Attchd","RFn","TA","TA","Ex","TA","No","GLQ","SBrkr","RL","MetalSd","MetalSd","Ex","WD",1656,2,564,28,344,8849,"IR1","NridgHt","1Story",9,2005,2005,"Ex","PConc","Ex","Y",1684,0,1684,6,1,"Y","Normal",12.4912515877638,3368,2,567
"345",0,"None","Attchd","Unf","TA","TA","Gd","TA","No","Rec","SBrkr","RM","CemntBd","CmentBd","TA","WD",175,1,336,129,345,2592,"Reg","MeadowV","2Story",5,1976,1976,"TA","CBlock","TA","Y",536,576,1112,4,0,"Y","Normal",11.3504065354725,1648,1.5,182
"346",0,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","MetalSd","MetalSd","Fa","WD",972,1,312,0,346,6435,"Reg","BrkSide","1.5Fin",6,1939,1950,"TA","BrkTil","Gd","Y",972,605,1577,6,1,"Y","Normal",11.8508252535826,2549,1,0
"347",0,"None","Attchd","RFn","TA","TA","TA","TA","Mn","BLQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",460,1,301,498,347,12772,"IR1","NAmes","1Story",6,1960,1998,"TA","CBlock","TA","Y",958,0,958,5,0,"Y","Normal",11.9283409039316,1916,1,0
"348",30,"BrkFace","Attchd","Unf","TA","TA","TA","TA","No","BLQ","FuseA","RL","Wd Sdng","Wd Sdng","TA","WD",208,2,498,1270,348,17600,"IR1","NAmes","1Story",6,1960,1960,"TA","CBlock","Ex","Y",1478,0,1478,6,2,"Y","Normal",11.9671807372478,2956,3,40
"349",106,"Stone","BuiltIn","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","Wd Shng","Gd","WD",191,2,474,573,349,2448,"Reg","NridgHt","2Story",7,2003,2004,"Gd","PConc","Ex","Y",764,862,1626,6,0,"Y","Normal",11.9447078813958,2390,3.5,27
"350",870,"BrkFace","Attchd","Fin","TA","TA","Ex","TA","No","GLQ","SBrkr","RL","CemntBd","CmentBd","Ex","New",438,3,706,1410,350,20431,"IR2","NridgHt","2Story",9,2005,2006,"Ex","PConc","Ex","Y",1848,880,2728,10,2,"Y","Partial",12.9880408147445,4576,3.5,0
"351",362,"BrkFace","Attchd","RFn","TA","TA","Ex","TA","No","Unf","SBrkr","RL","MetalSd","MetalSd","Ex","New",1869,2,617,0,351,7820,"IR1","NridgHt","1Story",9,2007,2007,"Ex","PConc","Ex","Y",1869,0,1869,6,1,"Y","Partial",12.6699984672658,3738,2,264
"352",0,"None","Attchd","RFn","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",371,2,445,1082,352,5271,"IR1","ClearCr","1Story",7,1986,1986,"TA","PConc","Gd","Y",1453,0,1453,6,1,"Y","Abnorml",12.1547793511426,2906,2.5,80
"353",0,"None","Detchd","Unf","TA","Fa","TA","Fa","Mn","LwQ","SBrkr","RL","VinylSd","VinylSd","TA","ConLw",0,1,200,236,353,9084,"Reg","Edwards","1.5Fin",5,1941,1950,"TA","CBlock","TA","N",616,495,1111,5,0,"Y","Normal",11.4616321705827,1727,1,48
"354",0,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RM","VinylSd","VinylSd","TA","WD",624,2,484,0,354,8520,"Reg","OldTown","1Story",6,1928,2003,"TA","BrkTil","Gd","Y",720,0,720,5,0,"Y","Normal",11.5702505315895,1344,1,106
"355",0,"None","Attchd","Unf","TA","TA","TA","TA","No","LwQ","SBrkr","RL","Wd Sdng","MetalSd","TA","WD",552,1,240,388,355,8400,"Reg","SWISU","1.5Fin",6,1940,2000,"TA","CBlock","Ex","Y",1192,403,1595,6,2,"Y","Normal",11.8493977015914,2535,1,0
"356",0,"None","Attchd","RFn","TA","TA","Gd","Gd","No","ALQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",322,2,521,334,356,11249,"IR2","CollgCr","1Story",6,1995,1995,"Gd","PConc","Ex","Y",1200,0,1200,6,0,"Y","Normal",12.0867258878976,2400,3,26
"357",106,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",598,2,400,560,357,9248,"IR1","Gilbert","1Story",6,1992,1992,"TA","PConc","Gd","Y",1167,0,1167,6,0,"Y","Normal",12.0610468734799,2325,3,146
"358",0,"None","Attchd","Fin","TA","TA","Gd","TA","No","ALQ","SBrkr","RM","CemntBd","CmentBd","TA","WD",268,2,528,874,358,4224,"Reg","MeadowV","1Story",5,1976,1976,"TA","PConc","TA","Y",1142,0,1142,6,1,"Y","Normal",11.805595078933,2284,2.5,626
"359",120,"BrkFace","BuiltIn","Unf","TA","TA","TA","TA","Av","BLQ","FuseF","RL","Wd Sdng","ImStucc","Gd","WD",468,1,288,300,359,6930,"IR1","ClearCr","SLvl",5,1958,1958,"TA","CBlock","Ex","Y",1352,0,1352,6,0,"Y","Abnorml",11.7752897294377,2414,1,168
"360",530,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",130,2,592,956,360,12011,"IR1","NoRidge","2Story",8,1998,1998,"Gd","PConc","Ex","Y",1086,838,1924,7,1,"Y","Normal",12.5425448821514,3010,3.5,283
"361",0,"None","Attchd","RFn","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",115,2,470,773,361,7540,"IR1","Mitchel","SFoyer",6,1978,1978,"TA","CBlock","Ex","Y",912,0,912,5,1,"Y","Normal",11.9576112862317,1800,2,0
"362",0,"None","Detchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","MetalSd","MetalSd","TA","WD",484,1,240,399,362,9144,"Reg","BrkSide","1.5Fin",5,1940,1982,"TA","CBlock","Gd","Y",988,517,1505,8,0,"N","Normal",11.8844890214027,2388,2,0
"363",500,"BrkFace","BuiltIn","RFn","TA","TA","TA","TA","No","Unf","SBrkr","RL","HdBoard","HdBoard","Gd","ConLD",0,2,672,0,363,7301,"Reg","Edwards","SFoyer",7,2003,2003,"Gd","Slab","Ex","Y",495,1427,1922,7,1,"Y","Normal",12.1985443791094,1922,3,0
"364",510,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RM","HdBoard","HdBoard","Gd","WD",321,1,264,162,364,1680,"Reg","BrDale","2Story",6,1972,2007,"TA","CBlock","Gd","Y",483,504,987,5,0,"Y","Normal",11.6784399034478,1470,1.5,250
"365",120,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","Mn","GLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",84,2,566,712,365,18800,"IR1","NWAmes","2Story",6,1976,1976,"TA","PConc","TA","Y",790,784,1574,6,1,"Y","Normal",12.1547793511426,2370,3.5,417
"366",0,"None","Detchd","Unf","TA","Fa","TA","Fa","No","Rec","FuseA","RM","VinylSd","VinylSd","TA","WD",216,1,468,456,366,10690,"Reg","IDOTRR","2Story",5,1920,1997,"TA","CBlock","Gd","Y",672,672,1344,6,0,"Y","Normal",11.8981878657609,2016,1,128
"367",247,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","BLQ","SBrkr","RL","Plywood","Plywood","TA","WD",785,2,514,609,367,9500,"IR1","NAmes","1Story",6,1963,1963,"TA","CBlock","Gd","Y",1394,0,1394,6,2,"Y","Normal",11.9766594812024,2788,2.5,76
"368",305,"BrkFace","Basment","RFn","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","Plywood","Plywood","TA","WD",728,1,296,371,368,9150,"IR1","NAmes","SLvl",6,1962,1962,"TA","CBlock","Gd","Y",1431,0,1431,6,1,"Y","Normal",12.0137007528827,2530,1,174
"369",200,"BrkFace","Attchd","Fin","TA","TA","TA","TA","No","LwQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",728,1,244,540,369,7800,"Reg","NAmes","1Story",5,1954,1954,"TA","PConc","Gd","Y",1268,0,1268,7,1,"Y","Normal",11.7905572015685,2536,1,98
"370",0,"None","Detchd","Fin","TA","TA","TA","TA","No","ALQ","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",733,2,576,72,370,9830,"IR1","NAmes","1Story",5,1959,2006,"TA","CBlock","Ex","Y",1287,0,1287,7,1,"Y","Normal",11.9953516142145,2350,2,381
"371",0,"None","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","TA","WD",953,2,460,0,371,8121,"IR1","Gilbert","2Story",6,2000,2000,"TA","PConc","Ex","Y",953,711,1664,7,1,"Y","Normal",12.0575726372117,2617,2.5,140
"372",0,"None","Detchd","Fin","TA","TA","TA","TA","No","Unf","SBrkr","RL","WdShing","Plywood","TA","WD",0,2,680,0,372,17120,"Reg","ClearCr","1.5Fin",4,1959,1959,"TA","CBlock","TA","Y",1120,468,1588,7,1,"N","Normal",11.8088137739691,1588,2,59
"373",0,"None","Attchd","Unf","TA","TA","Gd","TA","No","ALQ","SBrkr","RL","Plywood","Plywood","TA","WD",0,1,264,623,373,7175,"Reg","SawyerW","1Story",6,1984,1984,"TA","CBlock","TA","Y",752,0,752,4,0,"Y","Normal",11.7360690162844,1496,2,353
"374",0,"None","Attchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",0,1,270,428,374,10634,"Reg","NAmes","1Story",5,1953,1953,"TA","PConc","TA","Y",1319,0,1319,5,0,"Y","Normal",11.7199396343546,1927,2,66
"375",0,"None","BuiltIn","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",847,2,434,0,375,8200,"Reg","CollgCr","2Story",7,2003,2004,"Gd","PConc","Ex","Y",847,1081,1928,8,1,"Y","Normal",12.2991075114974,2775,2.5,148
"376",0,"None","Attchd","Unf","TA","TA","Fa","Po","Gd","BLQ","FuseA","RL","Wd Sdng","Wd Sdng","Fa","WD",333,0,0,350,376,10020,"IR1","Edwards","1Story",1,1922,1950,"Fa","BrkTil","Gd","N",904,0,904,4,0,"Y","Normal",11.0186291431554,1587,1.5,0
"377",0,"None","Detchd","Unf","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",572,2,576,298,377,8846,"IR1","CollgCr","SFoyer",5,1996,1996,"Gd","PConc","Ex","Y",914,0,914,5,0,"Y","Normal",11.9049675527463,1784,1,0
"378",0,"None","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","FV","CemntBd","CmentBd","Gd","WD",1580,2,610,0,378,11143,"IR1","Somerst","2Story",8,2004,2005,"Gd","PConc","Ex","Y",1580,886,2466,8,1,"Y","Normal",12.7367008965923,4046,3,373
"379",350,"Stone","Attchd","Fin","TA","TA","Ex","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Ex","New",411,3,834,1445,379,11394,"Reg","StoneBr","1Story",9,2010,2010,"Gd","PConc","Ex","Y",1856,0,1856,8,1,"Y","Partial",12.8852020343219,3712,2.5,113
"380",16,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","TA","WD",982,2,463,0,380,8123,"IR1","Gilbert","2Story",6,2000,2000,"TA","PConc","Ex","Y",1007,793,1800,7,1,"Y","Normal",12.0951410848229,2782,2.5,163
"381",0,"None","Detchd","Unf","TA","TA","TA","TA","No","LwQ","SBrkr","RL","BrkFace","Wd Sdng","Gd","WD",808,1,308,218,381,5000,"Reg","SWISU","1.5Fin",5,1924,1950,"TA","BrkTil","TA","Y",1026,665,1691,6,1,"Y","Normal",11.7519423654407,2717,2,0
"382",0,"None","Attchd","RFn","TA","TA","Gd","Gd","No","Unf","SBrkr","FV","VinylSd","VinylSd","Gd","New",1293,2,572,0,382,7200,"Reg","Somerst","1Story",7,2006,2006,"Gd","PConc","Ex","Y",1301,0,1301,5,1,"Y","Partial",12.1428665696264,2594,3,337
"383",0,"None","Attchd","RFn","TA","TA","Gd","TA","Av","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",939,2,639,0,383,9245,"IR1","CollgCr","2Story",7,2006,2006,"Gd","PConc","Ex","Y",939,858,1797,8,0,"Y","Normal",12.2713921116508,2736,2.5,197
"384",0,"None","Detchd","Unf","Fa","Fa","Fa","Fa","No","Unf","FuseA","RH","Wd Sdng","Wd Sdng","TA","WD",784,2,360,0,384,9000,"Reg","SawyerW","1.5Unf",6,1928,1950,"TA","BrkTil","TA","N",784,0,784,5,0,"N","Normal",11.2384886192685,1568,1,0
"385",0,"None","Attchd","Fin","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",595,2,501,985,385,53107,"IR2","ClearCr","2Story",6,1992,1992,"Gd","PConc","Ex","Y",1079,874,1953,9,2,"Y","Normal",12.3883942023241,3533,3.5,447
"386",16,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1232,2,430,24,386,3182,"Reg","Blmngtn","1Story",8,2004,2005,"Gd","PConc","Ex","Y",1269,0,1269,6,1,"Y","Normal",12.1652506510099,2525,2,166
"387",0,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","Wd Sdng","VinylSd","TA","WD",658,0,0,0,387,8410,"Reg","Edwards","1.5Fin",5,1910,1996,"TA","PConc","TA","Y",658,526,1184,8,0,"N","AdjLand",11.3022044336546,1842,1,151
"388",255,"BrkFace","Detchd","Unf","TA","TA","TA","TA","Av","ALQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",410,1,352,631,388,7200,"Reg","Edwards","SLvl",6,1976,1976,"TA","CBlock","Ex","Y",1125,0,1125,6,1,"Y","Abnorml",11.7360690162844,2166,2,296
"389",125,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1468,2,577,0,389,9382,"IR1","CollgCr","1Story",7,1999,2000,"Gd","PConc","Ex","Y",1479,0,1479,6,0,"Y","Normal",12.1600287070288,2947,2,145
"390",272,"Stone","BuiltIn","Fin","TA","TA","Ex","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Ex","New",402,3,846,1280,390,12474,"Reg","NridgHt","2Story",10,2007,2008,"Ex","PConc","Ex","Y",1742,590,2332,9,1,"Y","Partial",12.9621946252515,4014,3.5,330
"391",0,"None","Detchd","Unf","TA","TA","TA","Gd","No","Rec","SBrkr","RL","MetalSd","MetalSd","TA","WD",229,1,384,241,391,8405,"Reg","Edwards","1.5Fin",5,1900,1950,"TA","BrkTil","Ex","Y",961,406,1367,7,0,"Y","Normal",11.6868787720937,2228,2,130
"392",0,"None","BuiltIn","Fin","TA","TA","Ex","TA","No","ALQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",114,2,560,690,392,12209,"IR1","Mitchel","2Story",6,2001,2002,"TA","PConc","Ex","Y",804,1157,1961,7,1,"Y","Normal",12.2783933071098,2765,3.5,317
"393",0,"None","Attchd","RFn","TA","TA","TA","TA","No","Unf","SBrkr","RL","MetalSd","MetalSd","TA","WD",0,1,294,0,393,8339,"IR1","NAmes","1Story",5,1959,1959,"TA","Slab","TA","Y",882,0,882,5,0,"Y","Normal",11.5759002641316,882,1,0
"394",0,"None","Attchd","Unf","TA","TA","TA","TA","No","Rec","FuseA","RL","WdShing","Wd Shng","TA","WD",522,0,0,266,394,7446,"Reg","BrkSide","1Story",4,1941,1950,"TA","CBlock","TA","Y",788,0,788,4,2,"Y","Abnorml",11.5129254649702,1576,1,0
"395",0,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","FuseA","RL","MetalSd","MetalSd","TA","WD",735,1,240,0,395,10134,"Reg","OldTown","1.5Fin",5,1940,1950,"TA","CBlock","Gd","Y",735,299,1034,5,0,"Y","Normal",11.5991031612113,1769,1,39
"396",0,"None","Attchd","Unf","TA","TA","TA","TA","Av","BLQ","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",405,1,596,739,396,9571,"Reg","Edwards","1Story",5,1956,1956,"TA","CBlock","TA","Y",1144,0,1144,6,0,"Y","Normal",11.7675676833438,2288,2,44
"397",0,"None","Detchd","RFn","TA","TA","TA","TA","Av","Rec","SBrkr","RL","MetalSd","MetalSd","TA","WD",117,2,600,777,397,7200,"Reg","CollgCr","1Story",5,1972,1972,"TA","CBlock","TA","Y",894,0,894,6,0,"Y","Normal",11.7199396343546,1788,1,215
"398",288,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","ALQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",324,1,264,540,398,7590,"Reg","NAmes","2Story",5,1962,1962,"TA","CBlock","TA","Y",876,936,1812,8,1,"Y","Normal",12.0406082058026,2676,2,168
"399",0,"None","Detchd","Unf","Po","Po","Fa","Po","No","Unf","Mix","RM","MetalSd","MetalSd","TA","WD",961,1,338,0,399,8967,"Reg","IDOTRR","1Story",5,1920,1950,"TA","BrkTil","Gd","Y",1077,0,1077,6,0,"N","Abnorml",11.1124478983731,2038,1,0
"400",100,"Stone","Attchd","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","FV","CemntBd","CmentBd","Gd","WD",280,2,438,812,400,8125,"Reg","Somerst","2Story",7,2006,2007,"Gd","PConc","Ex","Y",1112,438,1550,7,0,"Y","Normal",12.3925522124728,2642,3,168
"401",0,"None","Attchd","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","BrkFace","BrkFace","Ex","WD",474,2,500,786,401,14963,"IR2","Veenker","1Story",8,1996,1996,"Gd","PConc","Ex","Y",1288,0,1288,4,2,"Y","Normal",12.4110522262167,2548,2.5,150
"402",0,"None","Attchd","Fin","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","New",1286,2,400,24,402,8767,"IR1","CollgCr","1Story",7,2005,2005,"Gd","PConc","Ex","Y",1310,0,1310,6,1,"Y","Partial",12.0136401449855,2620,2,0
"403",0,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",672,1,240,0,403,10200,"Reg","Sawyer","1Story",5,1940,1997,"TA","PConc","Ex","Y",672,0,672,4,0,"N","Normal",11.5898865061064,1344,1,168
"404",650,"BrkFace","BuiltIn","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1141,2,420,0,404,12090,"Reg","NoRidge","2Story",8,1998,1998,"Gd","PConc","Gd","Y",1165,1098,2263,10,1,"Y","Abnorml",12.4607148639038,3404,2.5,267
"405",0,"None","BuiltIn","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","MetalSd","MetalSd","TA","WD",806,2,373,0,405,10364,"IR1","Gilbert","2Story",6,1995,1996,"TA","PConc","Gd","Y",806,766,1572,7,1,"Y","Normal",12.0317192583854,2378,2.5,40
"406",0,"None","Attchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","Plywood","Plywood","TA","WD",165,2,490,1116,406,9991,"IR1","Sawyer","1Story",4,1976,1993,"TA","CBlock","Ex","Y",1620,0,1620,8,1,"Y","Normal",11.9183905730784,2901,3,198
"407",0,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","FuseA","RL","MetalSd","MetalSd","TA","WD",1064,1,240,0,407,10480,"Reg","SWISU","1.5Fin",6,1936,1950,"TA","BrkTil","Ex","Y",1166,0,1639,6,0,"Y","Normal",11.6526874073454,2703,1,0
"408",0,"None","Attchd","Unf","TA","TA","Gd","TA","No","Unf","SBrkr","RL","Wd Sdng","Plywood","TA","WD",840,1,308,0,408,15576,"Reg","Crawfor","2Story",6,1915,1976,"TA","BrkTil","Ex","Y",840,840,1680,8,0,"Y","Normal",12.083905011556,2520,2,0
"409",350,"BrkFace","Attchd","RFn","TA","TA","Ex","Gd","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","New",1063,3,947,0,409,14154,"Reg","NridgHt","2Story",7,2006,2006,"Gd","PConc","Ex","Y",1071,1101,2172,9,1,"Y","Partial",12.5425448821514,3235,2.5,254
"410",100,"Stone","Attchd","Fin","TA","TA","Ex","TA","No","GLQ","SBrkr","FV","VinylSd","VinylSd","Ex","New",245,3,836,789,410,10800,"Reg","Somerst","2Story",8,2007,2008,"Gd","PConc","Ex","Y",1050,1028,2078,8,1,"Y","Partial",12.7359653320134,3112,3.5,102
